Id,UpVotes,DownVotes
"3021984","0","0"
"3021985","0","0"
"3021986","0","0"
"3021987","0","0"
"3021988","0","0"
"3022535","0","0"
"3022536","0","0"
"3022537","0","0"
"3022538","0","0"
"3022539","0","0"
"3022540","0","0"
"3022541","0","0"
"3022542","0","0"
"3022543","0","0"
"3022544","0","0"
"3022545","0","0"
"3022546","0","0"
"3022547","0","0"
"3022549","0","0"
"3022550","0","0"
"3022551","0","0"
"3022552","0","0"
"3022553","0","0"
"3022554","0","0"
"3022555","0","0"
"3022556","0","0"
"3022557","0","0"
"3022558","0","0"
"3022559","0","0"
"3022560","0","0"
"3022562","0","0"
"3022563","14","0"
"3022564","0","0"
"3022565","0","0"
"3022566","0","0"
"3022567","0","0"
"3022568","0","0"
"3022569","0","0"
"3022570","0","0"
"3022571","21","0"
"3022572","0","0"
"3022573","0","0"
"3022574","0","0"
"3022575","0","0"
"3022576","0","0"
"3024098","0","0"
"3024099","0","0"
"3024100","0","0"
"3024101","0","0"
"3024102","0","0"
"3024103","0","0"
"3024104","0","0"
"3024105","0","0"
"3024106","0","0"
"3024107","0","0"
"3024108","0","0"
"3024109","0","0"
"3024110","0","0"
"3024112","0","0"
"3024113","0","0"
"3024114","0","0"
"3024115","0","0"
"3024116","59","0"
"3024117","0","0"
"3024118","0","0"
"3024119","0","0"
"3024120","0","0"
"3024121","31","0"
"3024122","20","0"
"3024124","0","0"
"3024125","0","0"
"3024126","0","0"
"3024127","0","0"
"3024129","0","0"
"3024130","6","0"
"3024131","0","0"
"3024133","0","0"
"3024134","0","0"
"3024135","0","0"
"3025650","0","0"
"3025651","0","0"
"3025652","0","0"
"3025653","0","0"
"3025654","0","0"
"3025655","0","0"
"3025656","0","0"
"3025658","0","0"
"3025659","1","0"
"3025660","0","0"
"3025661","0","0"
"3025662","0","0"
"3025663","0","0"
"3025664","0","0"
"3025665","0","0"
"3025666","0","0"
"3025667","0","0"
"3025668","0","0"
"3025669","0","0"
"3025670","0","0"
"3025671","0","0"
"3025672","0","0"
"3025673","0","0"
"3025674","0","0"
"3025675","0","0"
"3025676","0","0"
"3025677","0","0"
"3025678","0","0"
"3025679","0","0"
"3025680","0","0"
"3025681","0","0"
"3025682","0","0"
"3025683","0","0"
"3025684","0","0"
"3025685","0","0"
"3025686","0","0"
"3025687","0","0"
"3035692","0","0"
"3035693","0","0"
"3035694","0","0"
"3035696","0","0"
"3035697","0","0"
"3035698","0","0"
"3035700","0","0"
"3035701","0","0"
"3035702","0","0"
"3035703","0","0"
"3035704","0","0"
"3035705","0","0"
"3035706","0","0"
"3035707","47","4"
"3035708","0","0"
"3035709","17","0"
"3035710","0","0"
"3035711","0","0"
"3035712","0","0"
"3035713","0","0"
"3035714","0","0"
"3035715","0","0"
"3035716","0","0"
"3035717","0","0"
"3035718","0","0"
"3035719","0","0"
"3035720","0","0"
"3035721","0","0"
"3035722","0","0"
"3035723","0","0"
"3035724","0","0"
"3035725","0","0"
"3035726","0","0"
"3035727","0","0"
"3035728","0","0"
"3035729","0","0"
"3035730","0","0"
"3035731","3","0"
"3035732","0","0"
"3036109","0","0"
"3036110","0","0"
"3036111","0","0"
"3036113","0","0"
"3036114","0","0"
"3036115","0","0"
"3036116","0","0"
"3036117","0","0"
"3036118","0","0"
"3036119","0","0"
"3036120","0","0"
"3036121","0","0"
"3036122","17","3"
"3036123","2","0"
"3036124","0","0"
"3036125","0","0"
"3036126","0","0"
"3036127","0","0"
"3036128","0","0"
"3036129","0","0"
"3036130","0","0"
"3036131","0","0"
"3036132","0","0"
"3036133","0","0"
"3036134","13","0"
"3036136","0","0"
"3036137","0","0"
"3036138","0","0"
"3036139","0","0"
"3036140","0","0"
"3036141","0","0"
"3036142","0","0"
"3036143","0","0"
"3036145","0","0"
"3036146","0","0"
"3036147","0","0"
"3036148","0","0"
"3036149","0","0"
"3038572","0","0"
"3038573","0","0"
"3038574","0","0"
"3038575","0","0"
"3038576","0","0"
"3038577","0","0"
"3038578","0","0"
"3038579","0","0"
"3038580","0","0"
"3038581","0","0"
"3038582","0","0"
"3038583","0","0"
"3038584","0","0"
"3038585","0","0"
"3038586","0","0"
"3038587","0","0"
"3038588","0","0"
"3038589","0","0"
"3038590","0","0"
"3038591","0","0"
"3038592","0","0"
"3038593","0","0"
"3038594","8","0"
"3038595","0","0"
"3038596","0","0"
"3038597","0","0"
"3038598","0","0"
"3038599","0","0"
"3038600","0","0"
"3038601","0","0"
"3038602","0","0"
"3038603","0","0"
"3038604","0","0"
"3038606","0","0"
"3038607","17","0"
"3038608","67","21"
"3038609","0","0"
"3038610","0","0"
"3038611","0","0"
"3046016","0","0"
"3046017","0","0"
"3046018","0","0"
"3046019","70","18"
"3046020","0","0"
"3046021","0","0"
"3046022","0","0"
"3046023","1","0"
"3046024","0","0"
"3046025","0","0"
"3046026","3","0"
"3046027","0","0"
"3046028","0","0"
"3046029","0","0"
"3046030","0","0"
"3046031","0","0"
"3046032","0","0"
"3046033","0","0"
"3046034","0","0"
"3046035","0","0"
"3046036","0","0"
"3046037","0","0"
"3046038","0","0"
"3046942","0","0"
"3046943","0","0"
"3046944","0","0"
"3046945","0","0"
"3046946","0","0"
"3046947","0","0"
"3046948","0","0"
"3046949","0","0"
"3046950","0","0"
"3046951","0","0"
"3046952","0","0"
"3046953","0","0"
"3046954","0","0"
"3046955","0","0"
"3046956","0","0"
"3046957","0","0"
"3046958","0","0"
"3046959","0","0"
"3046960","0","0"
"3046961","0","0"
"3046962","0","0"
"3046963","0","0"
"3046964","0","0"
"3046965","0","0"
"3046966","0","0"
"3046967","0","0"
"3046968","0","0"
"3046969","0","0"
"3046970","0","0"
"3046971","0","0"
"3046972","0","0"
"3046973","0","0"
"3046974","0","0"
"3046975","0","0"
"3046976","0","0"
"3046977","0","0"
"3046978","0","0"
"3046979","0","0"
"3046980","0","0"
"3047537","0","0"
"3047538","0","0"
"3047539","0","0"
"3047540","0","0"
"3047541","0","0"
"3047542","0","0"
"3047543","0","0"
"3047544","0","0"
"3047545","0","0"
"3047546","0","0"
"3047547","0","0"
"3047548","0","0"
"3047549","0","0"
"3047550","0","0"
"3047551","0","0"
"3047552","0","0"
"3047553","0","0"
"3047554","0","0"
"3047555","0","0"
"3047556","0","0"
"3047557","0","0"
"3047558","2","0"
"3047559","0","0"
"3047560","0","0"
"3047561","0","0"
"3047562","0","0"
"3047563","0","0"
"3047564","0","0"
"3047566","0","0"
"3047567","0","0"
"3047568","0","0"
"3047569","0","0"
"3047570","0","0"
"3047571","0","0"
"3047572","1","0"
"3047573","0","0"
"3047574","2","0"
"3052882","2","0"
"3052883","0","0"
"3052884","2","0"
"3052885","0","0"
"3052886","4","0"
"3052887","0","0"
"3052888","0","0"
"3052889","0","0"
"3052890","39","1"
"3052891","0","0"
"3052892","4","0"
"3052893","0","0"
"3052894","0","0"
"3052895","0","0"
"3052896","0","0"
"3052897","0","0"
"3052898","0","0"
"3052899","0","0"
"3052900","0","0"
"3052903","0","0"
"3052905","0","0"
"3052906","0","0"
"3052907","1","0"
"3052908","0","0"
"3052909","0","0"
"3052910","0","0"
"3052911","0","0"
"3052912","0","0"
"3052914","0","0"
"3052915","0","0"
"3053071","0","0"
"3053072","37","0"
"3053074","0","0"
"3053075","0","0"
"3053076","0","0"
"3053077","0","0"
"3053078","0","0"
"3053079","0","0"
"3053080","0","0"
"3053081","0","0"
"3053082","257","20"
"3053083","0","0"
"3053084","0","0"
"3053085","0","0"
"3053086","0","0"
"3053087","0","0"
"3053088","0","0"
"3053089","0","0"
"3053090","0","0"
"3053091","0","0"
"3053092","0","0"
"3053093","0","0"
"3053094","0","0"
"3053095","0","0"
"3053096","0","0"
"3053097","15","0"
"3053098","0","0"
"3053099","0","0"
"3053100","0","0"
"3053101","0","0"
"3053102","0","0"
"3053103","0","0"
"3053104","4","0"
"3053105","0","0"
"3053106","0","0"
"3053107","0","0"
"3055137","0","0"
"3055138","0","0"
"3055139","0","0"
"3055140","0","0"
"3055141","0","0"
"3055142","0","0"
"3055143","0","0"
"3055144","0","0"
"3055145","0","0"
"3055146","0","0"
"3055147","0","0"
"3055148","0","0"
"3055149","0","0"
"3055150","0","0"
"3055151","0","0"
"3055152","0","0"
"3055153","0","0"
"3055154","0","0"
"3055155","0","0"
"3055156","0","0"
"3055157","1","0"
"3055158","0","0"
"3055159","0","0"
"3055160","0","0"
"3055161","0","0"
"3055162","0","0"
"3055163","0","0"
"3055164","0","0"
"3055165","0","0"
"3055166","0","0"
"3055167","0","0"
"3055168","0","0"
"3055169","0","0"
"3055170","0","0"
"3055171","0","0"
"3055172","0","0"
"3055173","0","0"
"3055174","0","0"
"3055175","0","0"
"3055176","0","0"
"3055178","0","0"
"3055179","0","0"
"3055180","0","0"
"3055181","0","0"
"3055182","0","0"
"3055183","0","0"
"3055184","0","0"
"3055185","0","0"
"3055186","0","0"
"3055187","0","0"
"3055188","0","0"
"3055189","0","0"
"3055190","0","0"
"3055191","0","0"
"3055192","0","0"
"3055193","0","0"
"3055194","0","0"
"3055195","0","0"
"3055196","0","0"
"3055197","0","0"
"3055198","0","0"
"3055199","0","0"
"3055200","0","0"
"3055201","2","0"
"3055202","0","0"
"3055204","0","0"
"3055205","0","0"
"3055206","0","0"
"3055207","0","0"
"3055208","0","0"
"3055209","0","0"
"3055210","0","0"
"3055211","0","0"
"3055212","0","0"
"3065945","0","0"
"3065946","0","0"
"3065947","0","0"
"3065948","0","0"
"3065949","2","0"
"3065950","0","0"
"3065951","0","0"
"3065952","0","0"
"3065953","0","0"
"3065954","0","0"
"3065955","0","0"
"3065956","0","0"
"3065957","0","0"
"3065958","0","0"
"3065959","0","0"
"3065960","0","0"
"3065961","0","0"
"3065962","0","0"
"3065963","0","0"
"3065964","0","0"
"3065965","1","0"
"3065966","0","0"
"3065967","0","0"
"3065968","0","0"
"3065969","0","0"
"3065970","0","0"
"3065971","0","0"
"3065972","0","0"
"3065973","23","0"
"3065974","0","0"
"3065975","0","0"
"3065976","0","0"
"3065977","0","0"
"3065978","0","0"
"3065979","0","0"
"3065980","0","0"
"3065981","0","0"
"3065982","0","0"
"3065983","4","0"
"3067991","0","0"
"3067992","0","0"
"3067993","0","0"
"3067994","0","0"
"3067995","0","0"
"3067996","0","0"
"3067997","0","0"
"3067998","0","0"
"3067999","0","0"
"3068000","0","0"
"3068001","0","0"
"3068002","0","0"
"3068004","0","0"
"3068005","0","0"
"3068006","0","0"
"3068007","0","0"
"3068008","3","0"
"3068009","0","0"
"3068010","0","0"
"3068011","2","0"
"3068012","0","0"
"3068013","0","0"
"3068014","0","0"
"3068015","0","0"
"3068016","0","0"
"3068017","0","0"
"3068018","0","0"
"3068019","0","0"
"3068021","0","0"
"3068023","0","0"
"3068024","0","0"
"3068025","0","0"
"3068026","0","0"
"3068027","0","0"
"3068028","0","0"
"3068029","0","0"
"3068030","0","0"
"3068031","0","0"
"3075797","0","0"
"3075798","0","0"
"3075799","0","0"
"3075800","0","0"
"3075801","0","0"
"3075802","0","0"
"3075804","0","0"
"3075805","0","0"
"3075806","0","0"
"3075807","0","0"
"3075808","0","0"
"3075809","0","0"
"3075810","0","0"
"3075811","0","0"
"3075812","0","0"
"3075813","0","0"
"3075814","108","0"
"3075815","0","0"
"3075816","0","0"
"3075817","0","0"
"3075818","0","0"
"3075819","0","0"
"3075820","0","0"
"3075821","0","0"
"3075822","0","0"
"3075824","0","0"
"3075825","0","0"
"3075827","0","0"
"3075828","0","0"
"3075829","0","0"
"3075830","0","0"
"3075831","0","0"
"3075832","0","0"
"3075833","0","0"
"3075834","0","0"
"3075835","0","0"
"3078649","0","0"
"3078651","0","0"
"3078652","0","0"
"3078653","0","0"
"3078654","0","0"
"3078655","0","0"
"3078656","0","0"
"3078658","0","0"
"3078659","0","0"
"3078660","0","0"
"3078662","0","0"
"3078663","0","0"
"3078664","0","0"
"3078666","0","0"
"3078667","0","0"
"3078668","0","0"
"3078669","0","0"
"3078670","0","0"
"3078671","0","0"
"3078672","0","0"
"3078673","0","0"
"3078674","1","0"
"3078675","0","0"
"3078676","0","0"
"3078677","0","0"
"3078678","0","0"
"3078679","0","0"
"3078680","0","0"
"3078681","0","0"
"3078682","0","0"
"3078683","0","0"
"3078684","0","0"
"3078685","0","0"
"3078686","0","0"
"3078687","0","0"
"3078688","0","0"
"3078689","2","0"
"3082432","0","0"
"3082433","0","0"
"3082434","0","0"
"3082436","0","0"
"3082437","0","0"
"3082438","0","0"
"3082439","2","0"
"3082440","0","0"
"3082441","0","0"
"3082442","0","0"
"3082443","0","0"
"3082444","0","0"
"3082445","0","0"
"3082446","0","0"
"3082447","0","0"
"3082449","0","0"
"3082450","0","0"
"3082451","0","0"
"3082452","0","0"
"3082453","0","0"
"3082454","0","0"
"3082455","0","0"
"3082456","0","0"
"3082457","0","0"
"3082458","0","0"
"3082459","0","0"
"3082460","0","0"
"3082461","0","0"
"3082464","0","0"
"3082465","0","0"
"3082466","0","0"
"3082467","0","0"
"3082469","0","0"
"3082470","0","0"
"3082471","0","0"
"3082472","0","0"
"3082473","0","0"
"3082474","12","0"
"3085775","0","0"
"3085776","0","0"
"3085777","0","0"
"3085778","0","0"
"3085779","0","0"
"3085781","0","0"
"3085782","0","0"
"3085783","0","0"
"3085784","0","0"
"3085785","0","0"
"3085786","0","0"
"3085787","0","0"
"3085788","0","0"
"3085789","30","0"
"3085790","0","0"
"3085791","0","0"
"3085792","0","0"
"3085793","0","0"
"3085794","0","0"
"3085795","0","0"
"3085796","0","0"
"3085797","0","0"
"3085798","0","0"
"3085799","0","0"
"3085800","0","0"
"3085801","0","0"
"3085803","0","0"
"3085804","0","0"
"3085805","0","0"
"3085806","0","0"
"3085807","0","0"
"3085808","0","0"
"3085809","0","0"
"3085810","0","0"
"3091500","0","0"
"3091501","0","0"
"3091503","3","0"
"3091504","0","0"
"3091505","0","0"
"3091506","0","0"
"3091507","0","0"
"3091508","0","0"
"3091509","0","0"
"3091510","0","0"
"3091511","0","0"
"3091512","0","0"
"3091513","0","0"
"3091514","0","0"
"3091515","0","0"
"3091516","0","0"
"3091517","0","0"
"3091518","0","0"
"3091519","0","0"
"3091520","0","0"
"3091521","0","0"
"3091522","0","0"
"3091523","0","0"
"3091524","0","0"
"3091525","0","0"
"3091526","0","0"
"3091528","0","0"
"3091529","0","0"
"3091530","15","0"
"3091531","6","0"
"3091532","0","0"
"3091533","0","0"
"3091534","0","0"
"3091535","0","0"
"3091536","0","0"
"3091537","0","0"
"3091538","0","0"
"3091539","0","0"
"3092717","0","0"
"3092718","0","0"
"3092719","0","0"
"3092720","0","0"
"3092721","0","0"
"3092722","0","0"
"3092724","0","0"
"3092725","0","0"
"3092726","0","0"
"3092727","0","0"
"3092728","0","0"
"3092729","0","0"
"3092730","0","0"
"3092731","0","0"
"3092732","0","0"
"3092733","0","0"
"3092734","0","0"
"3092735","0","0"
"3092736","0","0"
"3092737","0","0"
"3092738","0","0"
"3092739","0","0"
"3092740","0","0"
"3092741","10","0"
"3092742","0","0"
"3092743","0","0"
"3092744","0","0"
"3092745","0","0"
"3092746","0","0"
"3092747","0","0"
"3092748","0","0"
"3092749","0","0"
"3092750","0","0"
"3092751","0","0"
"3092752","0","0"
"3092753","0","0"
"3092754","0","0"
"3092755","0","0"
"3092756","0","0"
"3092757","0","0"
"3094041","0","0"
"3094042","3","0"
"3094043","0","0"
"3094044","0","0"
"3094045","0","0"
"3094046","0","0"
"3094047","0","0"
"3094048","0","0"
"3094049","0","0"
"3094050","0","0"
"3094051","0","0"
"3094052","0","0"
"3094053","0","0"
"3094054","0","0"
"3094055","0","0"
"3094056","0","0"
"3094057","0","0"
"3094058","0","0"
"3094059","0","0"
"3094060","0","0"
"3094061","0","0"
"3094062","0","0"
"3094063","0","0"
"3094064","0","0"
"3094065","0","0"
"3094066","19","0"
"3094067","0","0"
"3094068","0","0"
"3094069","0","0"
"3094070","1","0"
"3094071","0","0"
"3094072","0","0"
"3094073","0","0"
"3094074","0","0"
"3094075","0","0"
"3094076","0","0"
"3094077","0","0"
"3094079","0","0"
"3094080","0","0"
"3099115","0","0"
"3099116","0","0"
"3099117","401","9"
"3099118","0","0"
"3099119","0","0"
"3099120","0","0"
"3099121","0","0"
"3099122","0","0"
"3099123","0","0"
"3099124","0","0"
"3099125","0","0"
"3099126","0","0"
"3099127","0","0"
"3099128","0","0"
"3099129","0","0"
"3099130","0","0"
"3099131","0","0"
"3099132","3","0"
"3099133","0","0"
"3099134","0","0"
"3099135","0","0"
"3099136","0","0"
"3099137","0","0"
"3099138","0","0"
"3099139","0","0"
"3099140","1","0"
"3099141","0","0"
"3099142","0","0"
"3099143","0","0"
"3099144","0","0"
"3099145","0","0"
"3099146","0","0"
"3099147","5","0"
"3099148","0","0"
"3099149","0","0"
"3099150","0","0"
"3099152","0","0"
"3099153","1","0"
"3106275","0","0"
"3106276","0","0"
"3106277","0","0"
"3106278","0","0"
"3106279","0","0"
"3106280","0","0"
"3106281","0","0"
"3106282","0","0"
"3106283","0","0"
"3106284","0","0"
"3106285","0","0"
"3106286","0","0"
"3106287","0","0"
"3106288","0","0"
"3106289","0","0"
"3106291","0","0"
"3106292","0","0"
"3106293","0","0"
"3106294","0","0"
"3106295","0","0"
"3106296","8","0"
"3106297","0","0"
"3106298","0","0"
"3106299","0","0"
"3106300","0","0"
"3106301","0","0"
"3106302","0","0"
"3106303","21","0"
"3106304","0","0"
"3106305","0","0"
"3106306","0","0"
"3106307","0","0"
"3106308","0","0"
"3115663","0","0"
"3115664","3","0"
"3115665","0","0"
"3115666","0","0"
"3115667","0","0"
"3115668","0","0"
"3115669","0","0"
"3115670","0","0"
"3115671","0","0"
"3115672","0","0"
"3115674","0","0"
"3115675","0","0"
"3115676","0","0"
"3115677","0","0"
"3115678","0","0"
"3115679","0","0"
"3115680","0","0"
"3115681","0","0"
"3115682","0","0"
"3115683","0","0"
"3115684","0","0"
"3115685","131","208"
"3115686","0","0"
"3115687","0","0"
"3115688","0","0"
"3115689","0","0"
"3115690","24","0"
"3115691","0","0"
"3118663","0","0"
"3118664","0","0"
"3118665","0","0"
"3118666","0","0"
"3118667","0","0"
"3118668","5","20"
"3118669","0","0"
"3118670","0","0"
"3118671","0","0"
"3118672","15","0"
"3118673","5","0"
"3118674","0","0"
"3118675","70","21"
"3118676","0","0"
"3118677","0","0"
"3118678","0","0"
"3118679","0","0"
"3118680","0","0"
"3118681","0","0"
"3118682","0","0"
"3118684","33","1"
"3118685","0","0"
"3118686","0","0"
"3118687","0","0"
"3118688","0","0"
"3118689","0","0"
"3118690","0","0"
"3118691","0","0"
"3118692","0","0"
"3118693","0","0"
"3118694","0","0"
"3118695","0","0"
"3118696","0","0"
"3118697","0","0"
"3118698","1","0"
"3119964","0","0"
"3119965","3","0"
"3119966","0","0"
"3119967","0","0"
"3119968","0","0"
"3119969","0","0"
"3119970","0","0"
"3119971","15","1"
"3119972","0","0"
"3119973","0","0"
"3119974","0","0"
"3119975","0","0"
"3119976","0","0"
"3119977","0","0"
"3119978","0","0"
"3119979","0","0"
"3119980","0","0"
"3119981","0","0"
"3119982","0","0"
"3119983","0","0"
"3119984","0","0"
"3119985","0","0"
"3119986","0","0"
"3119987","0","0"
"3119988","0","0"
"3119989","0","0"
"3119990","0","0"
"3119991","1","0"
"3119992","0","0"
"3119993","0","0"
"3119994","0","0"
"3119995","0","0"
"3119996","0","0"
"3119997","0","0"
"3119998","0","0"
"3119999","0","0"
"3120000","0","0"
"3120001","0","0"
"3126003","0","0"
"3126004","0","0"
"3126005","0","0"
"3126006","0","0"
"3126007","0","0"
"3126008","0","0"
"3126009","0","0"
"3126011","0","0"
"3126012","0","0"
"3126013","0","0"
"3126014","0","0"
"3126015","0","0"
"3126016","0","0"
"3126017","0","0"
"3126018","0","0"
"3126019","0","0"
"3126020","0","0"
"3126021","0","0"
"3126022","0","0"
"3126023","0","0"
"3126024","0","0"
"3126025","0","0"
"3126026","0","0"
"3126027","0","0"
"3126028","0","0"
"3126029","0","0"
"3126030","0","0"
"3126031","0","0"
"3126032","0","0"
"3126033","0","0"
"3126034","0","0"
"3126035","0","0"
"3126036","0","0"
"3126037","0","0"
"3126038","0","0"
"3126039","0","0"
"3126040","0","0"
"3126041","0","0"
"3126042","0","0"
"3126043","0","0"
"3129183","26","8"
"3129184","0","0"
"3129185","0","0"
"3129186","0","0"
"3129187","0","0"
"3129188","0","0"
"3129189","0","0"
"3129190","0","0"
"3129191","0","0"
"3129192","0","0"
"3129193","0","0"
"3129194","0","0"
"3129195","0","0"
"3129196","0","0"
"3129197","0","0"
"3129199","0","0"
"3129200","0","0"
"3129201","0","0"
"3129202","0","0"
"3129203","0","0"
"3129204","0","0"
"3129205","0","0"
"3129206","0","0"
"3129207","6","0"
"3129208","0","0"
"3129209","0","0"
"3129210","0","0"
"3129211","0","0"
"3129212","0","0"
"3129213","4","0"
"3129214","0","0"
"3129215","0","0"
"3129216","0","0"
"3129217","0","0"
"3129218","0","0"
"3131907","0","0"
"3131908","8","0"
"3131909","0","0"
"3131910","0","0"
"3131911","0","0"
"3131912","0","0"
"3131913","0","0"
"3131914","0","0"
"3131915","0","0"
"3131916","0","0"
"3131917","0","0"
"3131918","0","0"
"3131919","0","0"
"3131920","0","0"
"3131921","0","0"
"3131922","0","0"
"3131923","0","0"
"3131924","0","0"
"3131925","0","0"
"3131926","0","0"
"3131927","0","0"
"3131928","0","0"
"3131929","13","0"
"3131930","0","0"
"3131931","0","0"
"3131932","0","0"
"3131933","0","0"
"3131934","0","0"
"3131935","0","0"
"3131936","0","0"
"3131937","0","0"
"3131938","0","0"
"3131939","98","1"
"3131940","0","0"
"3131941","0","0"
"3131942","0","0"
"3140870","0","0"
"3140871","0","0"
"3140872","0","0"
"3140873","0","0"
"3140874","0","0"
"3140875","0","0"
"3140876","0","0"
"3140877","0","0"
"3140878","0","0"
"3140879","0","0"
"3140880","0","0"
"3140881","0","0"
"3140882","0","0"
"3140883","0","0"
"3140884","0","0"
"3140885","0","0"
"3140886","0","0"
"3140887","0","0"
"3140888","0","0"
"3140889","0","0"
"3140890","0","0"
"3140891","0","0"
"3140892","0","0"
"3140893","0","0"
"3140894","0","0"
"3140895","0","0"
"3140897","0","0"
"3140898","0","0"
"3140899","0","0"
"3140900","0","0"
"3140901","0","0"
"3140902","0","0"
"3140903","0","0"
"3140904","0","0"
"3140905","0","0"
"3140906","0","0"
"3140907","0","0"
"3140908","0","0"
"3140909","0","0"
"3140910","0","0"
"3141650","0","0"
"3141651","0","0"
"3141652","0","0"
"3141653","0","0"
"3141654","0","0"
"3141655","0","0"
"3141656","0","0"
"3141657","0","0"
"3141658","0","0"
"3141659","0","0"
"3141660","0","0"
"3141661","0","0"
"3141662","0","0"
"3141663","0","0"
"3141664","0","0"
"3141665","0","0"
"3141666","0","0"
"3141667","0","0"
"3141668","0","0"
"3141669","0","0"
"3141671","0","0"
"3141672","0","0"
"3141673","0","0"
"3141674","0","0"
"3141675","0","0"
"3141676","0","0"
"3141677","0","0"
"3141678","0","0"
"3141679","0","0"
"3141680","0","0"
"3141681","0","0"
"3141682","0","0"
"3141683","0","0"
"3141684","0","0"
"3141685","0","0"
"3141686","0","0"
"3141687","0","0"
"3141688","0","0"
"3141689","0","0"
"3141690","0","0"
"3142357","0","0"
"3142358","0","0"
"3142359","0","0"
"3142360","0","0"
"3142361","1","0"
"3142362","0","0"
"3142363","0","0"
"3142364","0","0"
"3142365","0","0"
"3142366","0","0"
"3142367","9","0"
"3142368","0","0"
"3142369","0","0"
"3142370","0","0"
"3142371","0","0"
"3142372","9","0"
"3142373","0","0"
"3142374","0","0"
"3142375","0","0"
"3142376","0","0"
"3142377","0","0"
"3142378","0","0"
"3142379","0","0"
"3142381","0","0"
"3142382","0","0"
"3142383","0","0"
"3142384","0","0"
"3142385","0","0"
"3142386","0","0"
"3142387","0","0"
"3142388","0","0"
"3142389","0","0"
"3142390","0","0"
"3142391","0","0"
"3142392","0","0"
"3144176","0","0"
"3144177","0","0"
"3144178","0","0"
"3144179","0","0"
"3144180","0","0"
"3144181","0","0"
"3144182","0","0"
"3144183","0","0"
"3144184","0","0"
"3144185","7","0"
"3144186","0","0"
"3144187","0","0"
"3144188","0","0"
"3144189","0","0"
"3144190","0","0"
"3144191","0","0"
"3144192","0","0"
"3144193","0","0"
"3144195","0","0"
"3144196","0","0"
"3144197","0","0"
"3144198","0","0"
"3144199","0","0"
"3144200","2","0"
"3144201","5","0"
"3144202","0","0"
"3144203","0","0"
"3144204","0","0"
"3144205","0","0"
"3144206","0","0"
"3144207","1","0"
"3144208","0","0"
"3144209","0","0"
"3144210","0","0"
"3144211","0","0"
"3144212","0","0"
"3144213","0","0"
"3144214","0","0"
"3144215","0","0"
"3146045","0","0"
"3146046","0","0"
"3146047","0","0"
"3146048","0","0"
"3146049","0","0"
"3146050","0","0"
"3146052","0","0"
"3146053","0","0"
"3146054","0","0"
"3146055","1","0"
"3146056","0","0"
"3146057","0","0"
"3146058","0","0"
"3146059","0","0"
"3146060","0","0"
"3146061","0","0"
"3146062","6","0"
"3146063","0","0"
"3146064","0","0"
"3146065","0","0"
"3146066","9","0"
"3146067","0","0"
"3146068","0","0"
"3146069","0","0"
"3146072","0","0"
"3146073","0","0"
"3146074","0","0"
"3146075","0","0"
"3146076","0","0"
"3146077","0","0"
"3146078","0","0"
"3146079","0","1"
"3146080","0","0"
"3146081","0","0"
"3147088","0","0"
"3147089","0","0"
"3147090","0","0"
"3147091","0","0"
"3147092","0","0"
"3147093","5","0"
"3147094","0","0"
"3147095","0","0"
"3147096","0","0"
"3147097","0","0"
"3147098","0","0"
"3147099","0","0"
"3147100","23","0"
"3147101","0","0"
"3147102","4","0"
"3147103","0","0"
"3147104","0","0"
"3147105","0","0"
"3147106","0","0"
"3147107","0","0"
"3147108","0","0"
"3147109","0","0"
"3147111","0","0"
"3147112","0","0"
"3147113","0","0"
"3147114","0","0"
"3147115","0","0"
"3147117","0","0"
"3152985","872","20"
"3152986","0","0"
"3152987","0","0"
"3152988","0","0"
"3152989","0","0"
"3152990","0","0"
"3152991","0","0"
"3152992","0","0"
"3152993","0","0"
"3152994","0","0"
"3152995","0","0"
"3152996","0","0"
"3152997","0","0"
"3152998","0","0"
"3152999","0","0"
"3153000","0","0"
"3153001","0","0"
"3153002","0","0"
"3153003","21","0"
"3153004","0","0"
"3153005","0","0"
"3153006","0","0"
"3153007","0","0"
"3153008","0","0"
"3153009","0","0"
"3153010","1","0"
"3153011","0","0"
"3162278","0","0"
"3162279","0","0"
"3162280","0","0"
"3162281","0","0"
"3162282","0","0"
"3162283","0","0"
"3162284","0","0"
"3162285","0","0"
"3162286","0","0"
"3162287","0","0"
"3162288","0","0"
"3162289","0","0"
"3162290","13","0"
"3162291","0","0"
"3162292","0","0"
"3162293","0","0"
"3162294","0","0"
"3162295","0","0"
"3162296","0","0"
"3162297","0","0"
"3162298","0","0"
"3162299","0","0"
"3162300","0","0"
"3162301","0","0"
"3162302","0","0"
"3162303","20","0"
"3162304","0","0"
"3162305","0","0"
"3162306","0","0"
"3162307","0","0"
"3162308","0","0"
"3162309","0","0"
"3162310","0","0"
"3162311","0","0"
"3162312","0","0"
"3162313","0","0"
"3169872","0","0"
"3169873","0","0"
"3169874","0","0"
"3169875","0","0"
"3169876","0","0"
"3169877","0","0"
"3169878","0","0"
"3169879","0","0"
"3169880","0","0"
"3169881","0","0"
"3169882","0","0"
"3169883","0","0"
"3169884","0","0"
"3169885","0","0"
"3169886","0","0"
"3169887","0","0"
"3169888","0","0"
"3169889","0","0"
"3169890","0","0"
"3169891","0","0"
"3169892","0","0"
"3169893","0","0"
"3169894","0","0"
"3169895","0","0"
"3169896","0","0"
"3169897","0","0"
